,predictions,name,GW,team,value,position,opponent_team
922,2.12,Bamidele Alli,5,Spurs,76,MID,19
923,2.07,Conor Hourihane,5,Aston Villa,60,MID,9
924,2.07,N'Golo Kanté,5,Chelsea,49,MID,16
925,2.05,Jack Harrison,5,Leeds,55,MID,20
926,2.04,Georginio Wijnaldum,5,Liverpool,54,MID,7
927,2.04,Aboubakar Kamara,5,Fulham,49,MID,15
928,2.0,Nicolas Pépé,5,Arsenal,77,MID,12
929,1.97,Yves Bissouma,5,Brighton,45,MID,6
930,1.91,Romaine Sawyers,5,West Brom,49,MID,4
931,1.89,Dennis Praet,5,Leicester,55,MID,2
932,1.86,Paul Pogba,5,Man Utd,79,MID,14
933,1.85,Mohamed Naser El Sayed Elneny,5,Arsenal,45,MID,12
934,1.84,Fabio Henrique Tavares,5,Liverpool,55,MID,7
935,1.79,Declan Rice,5,West Ham,49,MID,17
936,1.77,Steven Alzate,5,Brighton,45,MID,6
937,1.75,Douglas Luiz Soares de Paulo,5,Aston Villa,50,MID,9
938,1.74,Kyle Edwards,5,West Brom,49,MID,4
939,1.71,Tyler Roberts,5,Leeds,49,MID,20
940,1.65,Luka Milivojevic,5,Crystal Palace,58,MID,3
941,1.63,Scott McTominay,5,Man Utd,49,MID,14
942,1.61,Ryan Fraser,5,Newcastle,58,MID,13
943,1.61,Bernardo Mota Veiga de Carvalho e Silva,5,Man City,74,MID,1
944,1.57,Harry Winks,5,Spurs,54,MID,19
945,1.52,Ian Carlo Poveda-Ocampo,5,Leeds,44,MID,20
946,1.5,Takumi Minamino,5,Liverpool,62,MID,7
947,1.5,Christian Pulisic,5,Chelsea,83,MID,16
948,1.5,Jairo Riedewald,5,Crystal Palace,44,MID,3
949,1.45,Miguel Almirón,5,Newcastle,58,MID,13
950,1.44,Tom Davies,5,Everton,54,MID,11
951,1.44,Nemanja Matic,5,Man Utd,50,MID,14
952,1.42,Allan Marques Loureiro,5,Everton,54,MID,11
953,1.41,João Filipe Iria Santos Moutinho,5,Wolves,54,MID,10
954,1.32,Oliver Skipp,5,Spurs,45,MID,19
955,1.32,Brandon Pierrick,5,Crystal Palace,44,MID,3
956,1.32,Max Meyer,5,Crystal Palace,49,MID,3
957,1.32,Gedson Carvalho Fernandes,5,Spurs,49,MID,19
958,1.29,Neeskens Kebano,5,Fulham,48,MID,15
959,1.28,Sam Field,5,West Brom,49,MID,4
960,1.27,André Filipe Tavares Gomes,5,Everton,55,MID,11
961,1.26,Donny van de Beek,5,Man Utd,69,MID,14
962,1.26,John Fleck,5,Sheffield Utd,58,MID,8
963,1.26,Fabian Delph,5,Everton,49,MID,11
964,1.21,James Milner,5,Liverpool,53,MID,7
965,1.18,Nathan Redmond,5,Southampton,64,MID,5
966,1.18,Frederico Rodrigues de Paula Santos,5,Man Utd,54,MID,14
967,1.16,Matt Ritchie,5,Newcastle,49,MID,13
968,1.14,Granit Xhaka,5,Arsenal,54,MID,12
969,1.13,Adam Lallana,5,Brighton,63,MID,6
970,1.12,Mateo Kovacic,5,Chelsea,55,MID,16
971,1.1,Wilfred Ndidi,5,Leicester,49,MID,2
972,1.1,Hamza Choudhury,5,Leicester,49,MID,2
973,1.1,Adrien Silva,5,Leicester,44,MID,2
974,1.09,Curtis Jones,5,Liverpool,45,MID,7
975,1.09,Matty James,5,Leicester,44,MID,2
976,1.07,Marc Albrighton,5,Leicester,54,MID,2
977,1.07,Demarai Gray,5,Leicester,53,MID,2
978,1.04,Alireza Jahanbakhsh,5,Brighton,54,MID,6
979,1.04,Johann Berg Gudmundsson,5,Burnley,54,MID,18
980,1.03,Josh Onomah,5,Fulham,48,MID,15
981,1.03,Harrison Reed,5,Fulham,45,MID,15
982,1.02,Hakim Ziyech,5,Chelsea,79,MID,16
983,1.01,Matt Phillips,5,West Brom,52,MID,4
984,1.01,Sean Longstaff,5,Newcastle,48,MID,13
985,1.01,Daniel James,5,Man Utd,64,MID,14
986,1.01,Oliver Norwood,5,Sheffield Utd,48,MID,8
987,1.01,Vitor Ferreira,5,Wolves,49,MID,10
988,1.0,Rolando Aarons,5,Newcastle,49,MID,13
989,1.0,Ilkay Gündogan,5,Man City,54,MID,1
990,1.0,Rekeem Harper,5,West Brom,45,MID,4
991,1.0,Bernard Anício Caldeira Duarte,5,Everton,58,MID,11
992,1.0,Christian Atsu,5,Newcastle,53,MID,13
993,1.0,Anthony Gordon,5,Everton,44,MID,11
994,1.0,Jonathan Leko,5,West Brom,45,MID,4
995,1.0,Billy Gilmour,5,Chelsea,45,MID,16
996,1.0,Kamil Grosicki,5,West Brom,53,MID,4
997,1.0,Luke Freeman,5,Sheffield Utd,50,MID,8
998,1.0,William Smallbone,5,Southampton,45,MID,5
999,1.0,Tommy Doyle,5,Man City,45,MID,1
1000,1.0,Matthew Longstaff,5,Newcastle,49,MID,13
1001,0.99,Adrián Bernabé,5,Man City,45,MID,1
1002,0.99,Jean-Philippe Gbamin,5,Everton,50,MID,11
1003,0.99,Thiago Alcántara do Nascimento,5,Liverpool,60,MID,7
1004,0.99,Jordan Henderson,5,Liverpool,54,MID,7
1005,0.98,Robbie Brady,5,Burnley,50,MID,18
1006,0.98,Nathan Tella,5,Southampton,45,MID,5
1007,0.98,Marvelous Nakamba,5,Aston Villa,44,MID,9
1008,0.98,Pascal Groß,5,Brighton,58,MID,6
1009,0.98,Theo Walcott,5,Southampton,58,MID,5
1010,0.98,Jacob Murphy,5,Newcastle,49,MID,13
1011,0.97,Jay-Roy Grot,5,Leeds,49,MID,20
1012,0.97,Jamie Shackleton,5,Leeds,49,MID,20
1013,0.97,Adam Forshaw,5,Leeds,49,MID,20
1014,0.97,Jordan Stevens,5,Leeds,44,MID,20
1015,0.97,Bruno André Cavaco Jordao,5,Wolves,44,MID,10
1016,0.97,Pablo Hernández Domínguez,5,Leeds,58,MID,20
1017,0.97,Morgan Gibbs-White,5,Wolves,50,MID,10
1018,0.97,Mateusz Bogusz,5,Leeds,45,MID,20
1019,0.96,Mario Lemina,5,Fulham,45,MID,15
1020,0.96,Mesut Özil,5,Arsenal,68,MID,12
1021,0.95,Juan Mata,5,Man Utd,59,MID,14
1022,0.95,Emile Smith Rowe,5,Arsenal,44,MID,12
1023,0.95,Tahith Chong,5,Man Utd,45,MID,14
1024,0.95,Jean Michaël Seri,5,Fulham,47,MID,15
1025,0.95,Alex Oxlade-Chamberlain,5,Liverpool,64,MID,7
1026,0.95,Harry Wilson,5,Liverpool,52,MID,7
1027,0.95,Sofiane Boufal,5,Southampton,54,MID,5
1028,0.95,Matteo Guendouzi,5,Arsenal,48,MID,12
1029,0.95,Gabriel Teodoro Martinelli Silva,5,Arsenal,49,MID,12
1030,0.95,Kevin McDonald,5,Fulham,48,MID,15
1031,0.95,Xherdan Shaqiri,5,Liverpool,64,MID,7
1032,0.95,Lucas Torreira,5,Arsenal,48,MID,12
1033,0.95,Andreas Pereira,5,Man Utd,49,MID,14
1034,0.95,Stefan Johansen,5,Fulham,48,MID,15
1035,0.95,James Garner,5,Man Utd,45,MID,14
1036,0.95,Jack Cork,5,Burnley,50,MID,18
1037,0.95,Reiss Nelson,5,Arsenal,53,MID,12
1038,0.95,Joseph Willock,5,Arsenal,48,MID,12
1039,0.95,Josh Benson,5,Burnley,45,MID,18
1040,0.95,Anthony Knockaert,5,Fulham,52,MID,15
1041,0.95,Ruben Loftus-Cheek,5,Fulham,59,MID,15
1042,0.95,Harvey Elliott,5,Liverpool,44,MID,7
1043,0.95,Josh Sims,5,Southampton,44,MID,5
1044,0.95,Jesse Lingard,5,Man Utd,59,MID,14
1045,0.94,José Ignacio Peleteiro Romallo,5,Aston Villa,59,MID,9
1046,0.94,Anwar El Ghazi,5,Aston Villa,59,MID,9
1047,0.94,Mark Noble,5,West Ham,48,MID,17
1048,0.94,Henri Lansbury,5,Aston Villa,45,MID,9
1049,0.94,Andriy Yarmolenko,5,West Ham,57,MID,17
1050,0.93,Alexis Mac Allister,5,Brighton,53,MID,6
1051,0.93,Jack Wilshere,5,West Ham,49,MID,17
1052,0.93,José Izquierdo,5,Brighton,55,MID,6
1053,0.93,Felipe Anderson Pereira Gomes,5,West Ham,62,MID,17
1054,0.93,Robert Snodgrass,5,West Ham,58,MID,17
1055,0.93,Davy Pröpper,5,Brighton,49,MID,6
1056,0.93,Manuel Lanzini,5,West Ham,64,MID,17
1057,0.93,Aaron Mooy,5,Brighton,50,MID,6
1058,,Ademola Lookman,5,Fulham,50,MID,15
1059,,Bertrand Traoré,5,Aston Villa,60,MID,9
1060,,Cengiz Ünder,5,Leicester,60,MID,2
1061,,Cole Palmer,5,Man City,45,MID,1
1062,,Conor Gallagher,5,West Brom,55,MID,4
1063,,Facundo Pellistri,5,Man Utd,55,MID,14
1064,,Filip Krovinovic,5,West Brom,50,MID,4
1065,,Gareth Bale,5,Spurs,95,MID,19
1066,,Ibrahima Diallo,5,Southampton,45,MID,5
1067,,Jacob Ramsey,5,Aston Villa,45,MID,9
1068,,Jayson Molumby,5,Brighton,45,MID,6
1069,,Mace Goodridge,5,Burnley,45,MID,18
1070,,Meritan Shabani,5,Wolves,45,MID,10
1071,,Owen Otasowie,5,Wolves,45,MID,10
1072,,Raphael Dias Belloli,5,Leeds,55,MID,20
1073,,Thomas Partey,5,Arsenal,50,MID,12
1074,6.72,Harry Kane,5,Spurs,106,FWD,19
1075,6.26,Dominic Calvert-Lewin,5,Everton,76,FWD,11
1076,4.74,Patrick Bamford,5,Leeds,58,FWD,20
1077,4.42,Callum Wilson,5,Newcastle,65,FWD,13
1078,4.39,Danny Ings,5,Southampton,85,FWD,5
1079,4.33,Timo Werner,5,Chelsea,93,FWD,16
1080,4.25,Jamie Vardy,5,Leicester,101,FWD,2
1081,4.06,Ollie Watkins,5,Aston Villa,60,FWD,9
1082,4.05,Tammy Abraham,5,Chelsea,73,FWD,16
1083,4.02,Aleksandar Mitrović,5,Fulham,59,FWD,15
1084,4.0,Michail Antonio,5,West Ham,63,FWD,17
1085,3.98,Raúl Jiménez,5,Wolves,86,FWD,10
1086,3.87,Jordan Ayew,5,Crystal Palace,58,FWD,3
1087,3.76,Neal Maupay,5,Brighton,66,FWD,6
1088,3.35,David McGoldrick,5,Sheffield Utd,54,FWD,8
1089,3.34,Chris Wood,5,Burnley,64,FWD,18
1090,3.31,Richarlison de Andrade,5,Everton,79,FWD,11
1091,3.3,Roberto Firmino,5,Liverpool,93,FWD,7
1092,3.18,Joelinton Cássio Apolinário de Lira,5,Newcastle,58,FWD,13
1093,3.09,Che Adams,5,Southampton,58,FWD,5
1094,3.0,Rodrigo Moreno,5,Leeds,58,FWD,20
1095,2.77,Callum Robinson,5,West Brom,55,FWD,4
1096,2.53,Kelechi Iheanacho,5,Leicester,57,FWD,2
1097,2.46,Ashley Barnes,5,Burnley,60,FWD,18
1098,2.16,Bobby Decordova-Reid,5,Fulham,55,FWD,15
1099,2.15,Anthony Martial,5,Man Utd,88,FWD,14
1100,2.1,Oliver McBurnie,5,Sheffield Utd,58,FWD,8
1101,2.09,Edward Nketiah,5,Arsenal,58,FWD,12
1102,2.05,Michy Batshuayi,5,Crystal Palace,58,FWD,3
1103,2.04,Christian Benteke,5,Crystal Palace,55,FWD,3
1104,2.01,Connor Wickham,5,Crystal Palace,45,FWD,3
1105,1.76,Aaron Connolly,5,Brighton,55,FWD,6
1106,1.74,Alexandre Lacazette,5,Arsenal,85,FWD,12
1107,1.71,Billy Sharp,5,Sheffield Utd,58,FWD,8
1108,1.69,Hal Robson-Kanu,5,West Brom,53,FWD,4
1109,1.68,Andy Carroll,5,Newcastle,54,FWD,13
1110,1.66,Rhian Brewster,5,Sheffield Utd,45,FWD,8
1111,1.57,Olivier Giroud,5,Chelsea,68,FWD,16
1112,1.54,Sergio Agüero,5,Man City,104,FWD,1
1113,1.47,Charlie Austin,5,West Brom,52,FWD,4
1114,1.46,Dwight Gayle,5,Newcastle,59,FWD,13
1115,1.46,Cenk Tosun,5,Everton,60,FWD,11
1116,1.46,Yoshinori Muto,5,Newcastle,49,FWD,13
1117,1.46,Lys Mousset,5,Sheffield Utd,58,FWD,8
1118,1.46,Kenneth Zohore,5,West Brom,49,FWD,4
1119,1.45,Gabriel Fernando de Jesus,5,Man City,94,FWD,1
1120,1.42,Moise Kean,5,Everton,58,FWD,11
1121,1.28,Matej Vydra,5,Burnley,50,FWD,18
1122,1.23,Leonardo Campana,5,Wolves,49,FWD,10
1123,1.22,Léo Bonatini,5,Wolves,49,FWD,10
1124,1.12,Keinan Davis,5,Aston Villa,44,FWD,9
1125,1.1,Liam Delap,5,Man City,45,FWD,1
1126,1.08,Shane Long,5,Southampton,53,FWD,5
1127,1.05,Jay Rodriguez,5,Burnley,59,FWD,18
1128,1.04,Fabio Silva,5,Wolves,53,FWD,10
1129,1.04,Sébastien Haller,5,West Ham,62,FWD,17
1130,1.03,Michael Obafemi,5,Southampton,48,FWD,5
1131,0.99,Divock Origi,5,Liverpool,53,FWD,7
1132,0.98,Odion Ighalo,5,Man Utd,63,FWD,14
1133,0.82,Indiana Vassilev,5,Aston Villa,44,FWD,9
1134,0.8,Mbwana Samatta,5,Aston Villa,59,FWD,9
1135,0.8,Wesley Moraes,5,Aston Villa,60,FWD,9
1136,0.73,Florin Andone,5,Brighton,49,FWD,6
1137,0.73,Albian Ajeti,5,West Ham,55,FWD,17
1138,0.73,Glenn Murray,5,Brighton,49,FWD,6
1139,0.73,Jordan Hugill,5,West Ham,55,FWD,17
1140,,Andi Zeqiri,5,Brighton,50,FWD,6
1141,,Carlos Vinicius Alves Morais,5,Spurs,70,FWD,19
1142,,Edinson Cavani,5,Man Utd,80,FWD,14
1143,,Islam Slimani,5,Leicester,50,FWD,2
1144,,Karlan Grant,5,West Brom,60,FWD,4
1145,4.35,Emiliano Martínez,6,Aston Villa,48,GK,10
1146,3.51,Rui Pedro dos Santos Patrício,6,Wolves,55,GK,14
1147,3.51,Hugo Lloris,6,Spurs,55,GK,4
1148,3.48,Alex McCarthy,6,Southampton,45,GK,7
1149,3.41,Mathew Ryan,6,Brighton,45,GK,18
1150,3.4,Nick Pope,6,Burnley,55,GK,17
1151,3.36,Kasper Schmeichel,6,Leicester,55,GK,1
1152,3.14,Vicente Guaita,6,Crystal Palace,50,GK,8
1153,3.11,Lukasz Fabianski,6,West Ham,50,GK,12
1154,3.11,Bernd Leno,6,Arsenal,50,GK,9
1155,3.07,Ederson Santana de Moraes,6,Man City,60,GK,19
1156,3.02,Adrián San Miguel del Castillo,6,Liverpool,45,GK,15
1157,2.98,Jordan Pickford,6,Everton,50,GK,16
1158,2.89,Alphonse Areola,6,Fulham,45,GK,6
1159,2.87,Sam Johnstone,6,West Brom,45,GK,3
1160,2.86,David de Gea,6,Man Utd,55,GK,5
1161,2.66,Kepa Arrizabalaga,6,Chelsea,48,GK,13
1162,2.29,Karl Darlow,6,Newcastle,50,GK,20
1163,2.07,Aaron Ramsdale,6,Sheffield Utd,49,GK,11
1164,1.95,Illan Meslier,6,Leeds,45,GK,2
1165,1.73,Ørjan Nyland,6,Aston Villa,40,GK,10
1166,1.56,Alisson Ramses Becker,6,Liverpool,59,GK,15
1167,1.52,Jed Steer,6,Aston Villa,40,GK,10
1168,1.44,Tom Heaton,6,Aston Villa,45,GK,10
1169,1.34,Paulo Gazzaniga,6,Spurs,44,GK,4
1170,1.34,Joe Hart,6,Spurs,44,GK,4
1171,1.28,David Martin,6,West Ham,40,GK,12
1172,1.25,Fraser Forster,6,Southampton,40,GK,7
1173,1.23,John Ruddy,6,Wolves,44,GK,14
1174,1.23,Matija Sarkic,6,Wolves,45,GK,14
1175,1.23,Roberto Jimenez Gago,6,West Ham,45,GK,12
1176,1.23,Angus Gunn,6,Southampton,44,GK,7
1177,1.23,Jason Steele,6,Brighton,40,GK,18
1178,1.23,Darren Randolph,6,West Ham,45,GK,12
1179,1.23,Wayne Hennessey,6,Crystal Palace,44,GK,8
1180,1.23,Christian Walton,6,Brighton,40,GK,18
1181,1.23,Danny Ward,6,Leicester,45,GK,1
1182,1.13,Sergio Romero,6,Man Utd,49,GK,5
1183,1.12,Dean Henderson,6,Man Utd,54,GK,5
1184,1.09,Edouard Mendy,6,Chelsea,50,GK,13
1185,1.01,David Button,6,West Brom,40,GK,3
1186,1.01,Fabricio Agosto Ramírez,6,Fulham,40,GK,6
1187,1.0,Jonas Lössl,6,Everton,44,GK,16
1188,1.0,João Virgínia,6,Everton,44,GK,16
1189,1.0,Matt Macey,6,Arsenal,40,GK,9
1190,1.0,Rúnar Alex Rúnarsson,6,Arsenal,45,GK,9
1191,1.0,Zack Steffen,6,Man City,45,GK,19
1192,1.0,Marcus Bettinelli,6,Fulham,44,GK,6
1193,1.0,Martin Dubravka,6,Newcastle,49,GK,20
1194,1.0,Mark Gillespie,6,Newcastle,45,GK,20
1195,1.0,Marek Rodák,6,Fulham,44,GK,6
1196,1.0,Claudio Bravo,6,Man City,45,GK,19
1197,0.93,Willy Caballero,6,Chelsea,48,GK,13
1198,0.88,Bailey Peacock-Farrell,6,Burnley,40,GK,17
1199,0.79,Kamil Miazek,6,Leeds,40,GK,2
1200,0.78,Wes Foderingham,6,Sheffield Utd,44,GK,11
1201,0.78,Simon Moore,6,Sheffield Utd,44,GK,11
1202,0.78,Elia Caprile,6,Leeds,40,GK,2
1203,0.78,Francisco Casilla Cortés,6,Leeds,43,GK,2
1204,,Jack Butland,6,Crystal Palace,45,GK,8
1205,,Robin Olsen,6,Everton,45,GK,16
1206,,Caoimhin Kelleher,6,Liverpool,45,GK,15
1207,,Michael Verrips,6,Sheffield Utd,40,GK,11
1208,,Stephen Henderson,6,Crystal Palace,40,GK,8
1209,,Will Norris,6,Burnley,40,GK,17
1210,6.49,Trent Alexander-Arnold,6,Liverpool,75,DEF,15
1211,4.91,Arthur Masuaku,6,West Ham,45,DEF,12
1212,4.38,Matthew Cash,6,Aston Villa,50,DEF,10
1213,4.38,Tyrone Mings,6,Aston Villa,52,DEF,10
1214,4.31,Matt Targett,6,Aston Villa,45,DEF,10
1215,4.22,Davinson Sánchez,6,Spurs,54,DEF,4
1216,4.2,Aaron Wan-Bissaka,6,Man Utd,54,DEF,5
1217,4.08,Ezri Konsa Ngoyo,6,Aston Villa,46,DEF,10
1218,4.03,Willy Boly,6,Wolves,55,DEF,14
1219,4.02,Nélson Cabral Semedo,6,Wolves,55,DEF,14
1220,3.96,Adam Webster,6,Brighton,45,DEF,18
1221,3.93,Andrew Robertson,6,Liverpool,71,DEF,15
1222,3.86,Romain Saïss,6,Wolves,52,DEF,14
1223,3.85,Conor Coady,6,Wolves,50,DEF,14
1224,3.85,César Azpilicueta,6,Chelsea,59,DEF,13
1225,3.8,Virgil van Dijk,6,Liverpool,64,DEF,15
1226,3.75,Tariq Lamptey,6,Brighton,47,DEF,18
1227,3.7,Joseph Gomez,6,Liverpool,54,DEF,15
1228,3.64,Tyrick Mitchell,6,Crystal Palace,42,DEF,8
1229,3.63,James Justin,6,Leicester,48,DEF,1
1230,3.58,Kyle Walker-Peters,6,Southampton,45,DEF,7
1231,3.57,Fabián Balbuena,6,West Ham,44,DEF,12
1232,3.57,Ryan Bertrand,6,Southampton,50,DEF,7
1233,3.56,Jannik Vestergaard,6,Southampton,45,DEF,7
1234,3.55,Harry Maguire,6,Man Utd,54,DEF,5
1235,3.53,Ben White,6,Brighton,45,DEF,18
1236,3.53,Lewis Dunk,6,Brighton,49,DEF,18
1237,3.38,Timothy Castagne,6,Leicester,58,DEF,1
1238,3.36,Jan Bednarek,6,Southampton,45,DEF,7
1239,3.34,Kyle Walker,6,Man City,60,DEF,19
1240,3.31,Joel Matip,6,Liverpool,54,DEF,15
1241,3.3,Serge Aurier,6,Spurs,52,DEF,4
1242,3.15,Joel Ward,6,Crystal Palace,45,DEF,8
1243,3.04,Jonny Evans,6,Leicester,55,DEF,1
1244,2.96,Michael Keane,6,Everton,51,DEF,16
1245,2.96,Conor Townsend,6,West Brom,45,DEF,3
1246,2.95,Matt Doherty,6,Spurs,58,DEF,4
1247,2.95,Angelo Ogbonna,6,West Ham,49,DEF,12
1248,2.9,Darnell Furlong,6,West Brom,45,DEF,3
1249,2.83,Toby Alderweireld,6,Spurs,54,DEF,4
1250,2.8,Luke Shaw,6,Man Utd,49,DEF,5
1251,2.75,Kieran Tierney,6,Arsenal,54,DEF,9
1252,2.73,Gary Cahill,6,Crystal Palace,45,DEF,8
1253,2.7,David Luiz Moreira Marinho,6,Arsenal,55,DEF,9
1254,2.59,Lucas Digne,6,Everton,62,DEF,16
1255,2.58,James Tarkowski,6,Burnley,54,DEF,17
1256,2.51,Tim Ream,6,Fulham,44,DEF,6
1257,2.48,Max Kilman,6,Wolves,41,DEF,14
1258,2.45,Dan Burn,6,Brighton,44,DEF,18
1259,2.41,Gabriel Magalhães,6,Arsenal,51,DEF,9
1260,2.41,Victor Lindelöf,6,Man Utd,49,DEF,5
1261,2.28,Aaron Cresswell,6,West Ham,50,DEF,12
1262,2.28,Luke Ayling,6,Leeds,45,DEF,2
1263,2.27,Jamal Lewis,6,Newcastle,44,DEF,20
1264,2.26,Antonee Robinson,6,Fulham,44,DEF,6
1265,2.26,Stuart Dallas,6,Leeds,45,DEF,2
1266,2.23,Çaglar Söyüncü,6,Leicester,54,DEF,1
1267,2.17,Ahmed El-Sayed Hegazy,6,West Brom,43,DEF,3
1268,2.17,Andreas Christensen,6,Chelsea,49,DEF,13
1269,2.17,Branislav Ivanovic,6,West Brom,45,DEF,3
1270,2.16,João Pedro Cavaco Cancelo,6,Man City,54,DEF,19
1271,2.15,Charlie Taylor,6,Burnley,45,DEF,17
1272,2.12,Federico Fernández,6,Newcastle,50,DEF,20
1273,2.12,Kevin Long,6,Burnley,45,DEF,17
1274,2.08,Héctor Bellerín,6,Arsenal,50,DEF,9
1275,2.07,Kurt Zouma,6,Chelsea,50,DEF,13
1276,2.05,Nathan Aké,6,Man City,55,DEF,19
1277,2.0,Sergio Reguilón,6,Spurs,55,DEF,4
1278,1.95,Eric Dier,6,Spurs,50,DEF,4
1279,1.87,Chris Basham,6,Sheffield Utd,49,DEF,11
1280,1.86,Benjamin Chilwell,6,Chelsea,57,DEF,13
1281,1.84,Yerry Mina,6,Everton,55,DEF,16
1282,1.83,Neco Williams,6,Liverpool,40,DEF,15
1283,1.76,Enda Stevens,6,Sheffield Utd,54,DEF,11
1284,1.73,Jamaal Lascelles,6,Newcastle,44,DEF,20
1285,1.7,Mamadou Sakho,6,Crystal Palace,45,DEF,8
1286,1.7,George Baldock,6,Sheffield Utd,54,DEF,11
1287,1.67,Neil Taylor,6,Aston Villa,44,DEF,10
1288,1.67,Ahmed El Mohamady,6,Aston Villa,44,DEF,10
1289,1.66,James Bree,6,Aston Villa,45,DEF,10
1290,1.66,Bjorn Engels,6,Aston Villa,44,DEF,10
1291,1.66,Konstantinos Tsimikas,6,Liverpool,49,DEF,15
1292,1.66,Kortney Hause,6,Aston Villa,44,DEF,10
1293,1.66,Frédéric Guilbert,6,Aston Villa,44,DEF,10
1294,1.63,Eric Bailly,6,Man Utd,49,DEF,5
1295,1.62,Seamus Coleman,6,Everton,50,DEF,16
1296,1.6,Ben Davies,6,Spurs,48,DEF,4
1297,1.57,Erik Pieters,6,Burnley,44,DEF,17
1298,1.56,Thiago Thiago,6,Chelsea,55,DEF,13
1299,1.55,Bernardo Fernandes da Silva Junior,6,Brighton,40,DEF,18
1300,1.53,John Egan,6,Sheffield Utd,49,DEF,11
1301,1.5,Joël Veltman,6,Brighton,43,DEF,18
1302,1.5,Robin Koch,6,Leeds,45,DEF,2
1303,1.47,Cameron Carter-Vickers,6,Spurs,40,DEF,4
1304,1.47,Juan Foyth,6,Spurs,44,DEF,4
1305,1.47,Ryan Sessegnon,6,Spurs,48,DEF,4
1306,1.47,Danny Rose,6,Spurs,48,DEF,4
1307,1.47,Japhet Tanganga,6,Spurs,49,DEF,4
1308,1.44,Dara O'Shea,6,West Brom,44,DEF,3
1309,1.42,Rúben Gonçalo Silva Nascimento Vinagre,6,Wolves,43,DEF,14
1310,1.4,Reece James,6,Chelsea,50,DEF,13
1311,1.39,Daniel Amartey,6,Leicester,40,DEF,1
1312,1.37,Aymeric Laporte,6,Man City,60,DEF,19
1313,1.32,Maxime Le Marchand,6,Fulham,43,DEF,6
1314,1.31,Nathan Ferguson,6,Crystal Palace,40,DEF,8
1315,1.31,Oskar Buur,6,Wolves,40,DEF,14
1316,1.31,Issa Diop,6,West Ham,45,DEF,12
1317,1.31,Scott Dann,6,Crystal Palace,45,DEF,8
1318,1.3,Jake Vokins,6,Southampton,40,DEF,7
1319,1.3,Ki-Jana Hoever,6,Wolves,45,DEF,14
1320,1.3,Martin Kelly,6,Crystal Palace,43,DEF,8
1321,1.29,Ryan Fredericks,6,West Ham,44,DEF,12
1322,1.29,Jack Stephens,6,Southampton,48,DEF,7
1323,1.29,Oluwasemilogo Adesewo Ibidapo Ajayi,6,West Brom,49,DEF,3
1324,1.28,Wes Morgan,6,Leicester,44,DEF,1
1325,1.28,Matthew Clarke,6,Brighton,44,DEF,18
1326,1.28,Mohammed Salisu,6,Southampton,43,DEF,7
1327,1.28,Sam Woods,6,Crystal Palace,40,DEF,8
1328,1.28,Fernando Marçal,6,Wolves,49,DEF,14
1329,1.28,Ricardo Domingos Barbosa Pereira,6,Leicester,59,DEF,1
1330,1.28,Luke Thomas,6,Leicester,43,DEF,1
1331,1.28,Ryan Bennett,6,Wolves,44,DEF,14
1332,1.28,Martín Montoya,6,Brighton,45,DEF,18
1333,1.28,Ryan Inniss,6,Crystal Palace,40,DEF,8
1334,1.28,Filip Benkovic,6,Leicester,44,DEF,1
1335,1.28,James Tomkins,6,Crystal Palace,45,DEF,8
1336,1.28,Yan Valery,6,Southampton,48,DEF,7
1337,1.28,Jonathan Castro Otto,6,Wolves,54,DEF,14
1338,1.28,Shane Duffy,6,Brighton,44,DEF,18
1339,1.28,Patrick van Aanholt,6,Crystal Palace,54,DEF,8
1340,1.26,Emil Krafth,6,Newcastle,44,DEF,20
1341,1.23,Fabian Schär,6,Newcastle,49,DEF,20
1342,1.22,Christian Fuchs,6,Leicester,45,DEF,1
1343,1.21,Benjamin Mendy,6,Man City,60,DEF,19
1344,1.2,Jack Robinson,6,Sheffield Utd,44,DEF,11
1345,1.2,Ben Johnson,6,West Ham,40,DEF,12
1346,1.19,Phil Bardsley,6,Burnley,45,DEF,17
1347,1.18,Antonio Rüdiger,6,Chelsea,46,DEF,13
1348,1.18,Marcos Alonso,6,Chelsea,58,DEF,13
1349,1.17,Brandon Williams,6,Man Utd,44,DEF,5
1350,1.16,Joe Bryan,6,Fulham,49,DEF,6
1351,1.16,Pascal Struijk,6,Leeds,40,DEF,2
1352,1.15,Teden Mengi,6,Man Utd,40,DEF,5
1353,1.14,Chris Smalling,6,Man Utd,49,DEF,5
1354,1.14,Timothy Fosu-Mensah,6,Man Utd,44,DEF,5
1355,1.14,Emerson Palmieri dos Santos,6,Chelsea,48,DEF,13
1356,1.14,Fikayo Tomori,6,Chelsea,48,DEF,13
1357,1.14,Marcos Rojo,6,Man Utd,49,DEF,5
1358,1.14,Phil Jones,6,Man Utd,49,DEF,5
1359,1.14,José Diogo Dalot Teixeira,6,Man Utd,49,DEF,5
1360,1.14,Axel Tuanzebe,6,Man Utd,45,DEF,5
1361,1.1,Javier Manquillo,6,Newcastle,45,DEF,20
1362,1.1,Jarrad Branthwaite,6,Everton,39,DEF,16
1363,1.09,William Saliba,6,Arsenal,42,DEF,9
1364,1.08,Ezgjan Alioski,6,Leeds,44,DEF,2
1365,1.07,Barry Douglas,6,Leeds,39,DEF,2
1366,1.06,Oleksandr Zinchenko,6,Man City,55,DEF,19
1367,1.06,Cédric Soares,6,Arsenal,48,DEF,9
